"#Index","Key","MsgJp","MsgEn","GmdPath","ArcPath","ArcName","ReadIndex"
"2","q21017023_00_619","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","The Area Master of <NAME AREA>
would like to seek counsel from the Arisen.","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","2"
"1","q40000066_00_66","あたしゃ道具屋をやってるんだけど、どうにも最近<LQEM>が出て、仕入れの邪魔をされるのよ
誰か、<LQVA>体くらいやっつけてくれないかい？
このままじゃおっかなくて、仕事に出られなくなっちまう","I run a tool shop, but lately, 
<LQEM> have been
showing up and disrupting my supplies.
Could someone take care of <LQVA> of them?
Fear is getting the better of me
and I can no longer work like this.","ui\00_message\quest_info\q40000066_00.gmd","\quest\q40000066.arc","q40000066.arc","1"
"0","q40000067_00_67","青海に潜む危機","What Lurks in the Waters","ui\00_message\quest_info\q40000067_00.gmd","\quest\q40000067.arc","q40000067.arc","0"
"1","q40000067_00_67","海辺には、ときおり<LQEM>みたいなヤツが姿を現すこともある
あんなヤツを<LQVA>体も退治できりゃ、大したもんだ！
挑戦してみるなら、報酬は出すぜ","Sometimes, <LQEM> appear
by the seaside. If you can manage
to defeat <LQVA> of them, it'd be impressive!
I’ll reward you if you take on the challenge.","ui\00_message\quest_info\q40000067_00.gmd","\quest\q40000067.arc","q40000067.arc","1"
"0","q40000068_00_68","白翼覚者隊・協力要請　ブリア海岸","White Wings: Cooperation (Breya Coast)","ui\00_message\quest_info\q40000068_00.gmd","\quest\q40000068.arc","q40000068.arc","0"
"1","q40000068_00_68","ブリア海岸滞在中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","To Arisen staying at Breya Coast,
a notice from the Temple:
Reports of <LQEM> 
have been increasing in your area.
If possible, please assist with the elimination
of <LQVA> of them between your missions.","ui\00_message\quest_info\q40000068_00.gmd","\quest\q40000068.arc","q40000068.arc","1"
"0","q40000069_00_69","白翼覚者隊・討伐任務　ブリア海岸","White Wings: Elimination (Breya Coast)","ui\00_message\quest_info\q40000069_00.gmd","\quest\q40000069.arc","q40000069.arc","0"
"1","q40000069_00_69","ブリア海岸滞在中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願いします","Arisen at Breya Coast, a notice from the Temple:
If <LQEM> are spotted in your area,
ensure the elimination of at least <LQVA> of them
to maintain the region's level of safety.","ui\00_message\quest_info\q40000069_00.gmd","\quest\q40000069.arc","q40000069.arc","1"
"0","q40000070_00_70","＜エリアオーダー＞ブリア魔物征伐","Area Order: Breya Demon Extermination","ui\00_message\quest_info\q40000070_00.gmd","\quest\q40000070.arc","q40000070.arc","0"
"1","q40000070_00_70","ローテスからの急案件！
浜辺のあちこちに恐ろしい<LQEM>がうようよ出て、漁師や行商人が困っているんだ
手が空いてる覚者さんがいたら、<LQVA>体ほど退治頼むよ！","Emergency from Rotes!
The beach is overrun with frightening 
<LQEM>,
troubling fishermen and merchants.
If any Arisen have time,
could you please deal with at least <LQVA> of them?","ui\00_message\quest_info\q40000070_00.gmd","\quest\q40000070.arc","q40000070.arc","1"
"0","q40000071_00_71","海竜亭の新メニューにご協力を！","For the New Menu!","ui\00_message\quest_info\q40000071_00.gmd","\quest\q40000071.arc","q40000071.arc","0"
"1","q40000071_00_71","海竜亭の新メニューを考案中なのですが、閃いたのです！
<LQIM>を使ってはどうかと
さっそく試したいので、<LQVA>個ばかり届けてくれませんかね","I’m working on a new menu for Sea Dragon Inn,
and I had an idea! How about using
<LQIM>?
I’d like to try it out soon,
so could you bring me <LQVA> pieces?","ui\00_message\quest_info\q40000071_00.gmd","\quest\q40000071.arc","q40000071.arc","1"
"0","q40000072_00_72","素材入荷に協力を","Safe Arrival","ui\00_message\quest_info\q40000072_00.gmd","\quest\q40000072.arc","q40000072.arc","0"
"1","q40000072_00_72","素材商をやってるんだが、どなたか品物の入荷を手伝ってもらえないだろうか
内容は、<LQIM>を<LQVA>つだ
手伝ってくれたら謝礼は払わせてもらうよ","I'm a materials merchant
and need help restocking my wares.
This request is for <LQVA> pieces
of <LQIM>.
I shall provide a reward for your assistance.","ui\00_message\quest_info\q40000072_00.gmd","\quest\q40000072.arc","q40000072.arc","1"
"0","q40000073_00_73","海からの宝物","A Treasure from the Sea","ui\00_message\quest_info\q40000073_00.gmd","\quest\q40000073.arc","q40000073.arc","0"
"1","q40000073_00_73","浜辺には、時としてとんでもないモノが漂着するんだ
<LQIM>が流れついた時は驚いたもんだよ
もしあれを持ってる人がいるなら、<LQVA>つほど譲ってもらえないかな","Odd items sometimes wash up on the beach.
I was surprised to see 
<LQIM> there.
If someone has it, can I get <LQVA> of them?","ui\00_message\quest_info\q40000073_00.gmd","\quest\q40000073.arc","q40000073.arc","1"
"0","q40000074_00_74","あの子のために","For a Child","ui\00_message\quest_info\q40000074_00.gmd","\quest\q40000074.arc","q40000074.arc","0"
"1","q40000074_00_74","私の娘は体が弱く、満足に外出もできないのです
そこでどうか旅の方。あの子に外を感じさせてあげるため<LQIM>を<LQVA>こ持ってきてはくれないでしょうか
よろしくお願いいたします","My daughter is ill and rarely gets to go outside.
Could you deliver
<LQVA> of <LQIM>?
It will help her enjoy the outdoors a bit.
I appreciate your help.","ui\00_message\quest_info\q40000074_00.gmd","\quest\q40000074.arc","q40000074.arc","1"
"0","q40000075_00_75","潮風の品","Taste the Salt","ui\00_message\quest_info\q40000075_00.gmd","\quest\q40000075.arc","q40000075.arc","0"
"1","q40000075_00_75","このあたりは海が近くて、近くで採れた素材にも潮の香りがついてるわ
そういう<LQIM>を<LQVA>こ貰えないかしら
お礼はするから","This area is close to the sea,
and local materials have a hint of salt.
Will you deliver <LQVA> of <LQIM>?
You will be rewarded for your troubles.","ui\00_message\quest_info\q40000075_00.gmd","\quest\q40000075.arc","q40000075.arc","1"
"0","q40000076_00_76","備蓄が心配だ！","Storage Woes","ui\00_message\quest_info\q40000076_00.gmd","\quest\q40000076.arc","q40000076.arc","0"
"1","q40000076_00_76","し、心配だ！　たくさん持ってた<LQIM>がそろそろなくなりそうなんだ
もう<LQVA>個か追加しないと心配で眠れなくなってしまう！
だ、誰か手伝ってくれ！","I’m worried! I’m running low
on <LQIM>
that I had in large quantities.
If I don’t get <LQVA> more,
I won't be able to sleep!
P-please, someone help!","ui\00_message\quest_info\q40000076_00.gmd","\quest\q40000076.arc","q40000076.arc","1"
"0","q40000077_00_77","ブリア名産品の入手依頼","Breya Materials Request","ui\00_message\quest_info\q40000077_00.gmd","\quest\q40000077.arc","q40000077.arc","0"
"1","q40000077_00_77","行商をやってる者だが、ブリア海岸ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","I'm a traveling merchant, and we get high-quality
<LQIM> at Breya Coast. 
However, due to high demand from elsewhere,
it's running low. If you can deliver <LQVA> pieces,
I'm offering a fair reward.","ui\00_message\quest_info\q40000077_00.gmd","\quest\q40000077.arc","q40000077.arc","1"
"0","q40000078_00_78","白翼覚者隊・収集依頼　ブリア海岸","White Wings: Collection (Breya Coast)","ui\00_message\quest_info\q40000078_00.gmd","\quest\q40000078.arc","q40000078.arc","0"
"1","q40000078_00_78","ローテス滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","Arisen in Rotes, a notice from the Temple:
If possible, please deliver
<LQVA> <LQIM>
to the Temple from your current location.
If you have other tasks, please prioritize them.","ui\00_message\quest_info\q40000078_00.gmd","\quest\q40000078.arc","q40000078.arc","1"
"0","q40000079_00_79","白翼覚者隊・納品依頼　ブリア海岸","White Wings: Delivery (Breya Coast)","ui\00_message\quest_info\q40000079_00.gmd","\quest\q40000079.arc","q40000079.arc","0"
"1","q40000079_00_79","ローテス滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います。現在神殿でも備蓄が少なくなっているため、よろしくお願いします","Arisen in Rotes, a notice from the Temple:
Please deliver <LQVA> <LQIM>
to the Temple from your current location.
The Temple's stock is running low,
so your assistance is appreciated.","ui\00_message\quest_info\q40000079_00.gmd","\quest\q40000079.arc","q40000079.arc","1"
"0","q40000080_00_80","＜エリアオーダー＞ブリア補給","Area Order: Breya Resupply","ui\00_message\quest_info\q40000080_00.gmd","\quest\q40000080.arc","q40000080.arc","0"
"1","q40000080_00_80","ローテスからの急案件！
あのさ、覚者さんでも騎士さんでもいいんだけど、<LQIM>を<LQVA>個融通してもらえないかな？
村の修繕に要るんだけど、どうしてもまかなえなくてさ
頼むよ！","Urgent request from Rotes!
We are short <LQVA> pieces of <LQIM>.
Whether you're an Arisen or a Knight,
will you help us out? We need these for repairs
and are struggling to cover the shortage.
Please, our village needs your assistance!","ui\00_message\quest_info\q40000080_00.gmd","\quest\q40000080.arc","q40000080.arc","1"
"0","q40000081_00_81","ある部族との密約","A Secret Agreement","ui\00_message\quest_info\q40000081_00.gmd","\quest\q40000081.arc","q40000081.arc","0"
"1","q40000081_00_81","ボルド鉱山には<LQEM>という厄介者がいましてな、そいつに難儀してる連中がいるんです
キノザの者ではない、まぁ“他部族”なんですが――
<LQVA>体ばかり退治してやってもらえませんかね？
結果的には我々の利益にもなる話ですから","There are troublesome <LQEM> 
in the Volden Mines, distressing our villagers.
They're not from Kinoza, but from a different tribe.
Could you take out about <LQVA> of them?
In the end, it's in everyone's best interest.","ui\00_message\quest_info\q40000081_00.gmd","\quest\q40000081.arc","q40000081.arc","1"
"0","q40000082_00_82","キノザに平和を！","For Kinoza's Peace!","ui\00_message\quest_info\q40000082_00.gmd","\quest\q40000082.arc","q40000082.arc","0"
"1","q40000082_00_82","キノザの安全のため、<LQEM>を討伐してくれないか！
<LQVA>体も倒せば十分だろう、うん
俺はその間、連中が入らないようにしっかりここを守ってるから安心していいぞ！
よし、ここが安全になれば俺もまた神殿勤めに――","Please defeat the <LQEM> 
for Kinoza's safety! Taking down <LQVA> of them
should be sufficient. I'll keep watch in the town.
When it's safe, I can return to the Temple.","ui\00_message\quest_info\q40000082_00.gmd","\quest\q40000082.arc","q40000082.arc","1"
"0","q40000083_00_83","魅惑のタール風呂","Bathing in Tar","ui\00_message\quest_info\q40000083_00.gmd","\quest\q40000083.arc","q40000083.arc","0"
"1","q40000083_00_83","ほら、山を下った所に黒いタール池があるだろ。実はあれ、肩まで浸かると独特の感触と匂いがヤミツキに――！
だけど、<LQEM>が近くに居座ったせいで秘密の楽しみも台無しだ
誰か<LQVA>体退治して憩いのタール風呂を取り戻してくれ","There's a pool of black tar down the mountain.
Soaking up to your shoulders there
has a unique feeling and smell that's addictive――!
However, <LQEM> moved in nearby
and have ruined this secret pleasure.
Please take out <LQVA> of them
to restore access to this relaxing tar bath.","ui\00_message\quest_info\q40000083_00.gmd","\quest\q40000083.arc","q40000083.arc","1"
"0","q40000084_00_84","行商人と鉱員の敵","Peddlers and Miners","ui\00_message\quest_info\q40000084_00.gmd","\quest\q40000084.arc","q40000084.arc","0"
"1","q40000084_00_84","鉱山に出る<LQEM>は、あたしたち行商人や鉱員の大敵です。あいつのせいで、採取も往来も随分ピリピリしなきゃなりませんからねぇ
どうかあたし達を助けるつもりで、腕の立つ方がいましたら<LQVA>体くらい成敗してくれませんかね","The <LQEM> in the mines
are a great threat to us merchants and miners.
Because of them, both gathering and traveling
have become quite tense. If any capable folks
are willing to help, get rid of about <LQVA> of them.","ui\00_message\quest_info\q40000084_00.gmd","\quest\q40000084.arc","q40000084.arc","1"
"0","q40000085_00_85","高くつくと教えてあげたいの","Costly Service","ui\00_message\quest_info\q40000085_00.gmd","\quest\q40000085.arc","q40000085.arc","0"
