"1","q40200160_00_498","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","ui\00_message\quest_info\q40200160_00.gmd","\quest\q40200160.arc","q40200160.arc","1"
"12","eqenhance_err_not_enough_money","神殿内に残る最後の脅威を排除する","Eliminate the last threat within the temple","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","12"
"0","0","魔物の増援が止まったようだ――","魔物の増援が止まったようだ――","ui\00_message\examine_message\quest\quest_examine_q50300009.gmd","\quest\q50300009.arc","q50300009.arc","0"
"0","0","どこかで泉の湧く音がする――","どこかで泉の湧く音がする――","ui\00_message\examine_message\quest\quest_examine_q50300009.gmd","\quest\q50300009.arc","q50300009.arc","1"
"0","0","侵食魔の素早い殲滅に成功――！","侵食魔の素早い殲滅に成功――！","ui\00_message\examine_message\quest\quest_examine_q50300009.gmd","\quest\q50300009.arc","q50300009.arc","2"
"0","0","《殲滅区　左方》に魔物が現れた","《殲滅区　左方》に魔物が現れた","ui\00_message\examine_message\quest\quest_examine_q50300009.gmd","\quest\q50300009.arc","q50300009.arc","3"
"0","0","パーティメンバーが死亡状態になったため
《宝物庫》へ道が１つになりました","パーティメンバーが死亡状態になったため
《宝物庫》へ道が１つになりました","ui\00_message\examine_message\quest\quest_examine_q50300009.gmd","\quest\q50300009.arc","q50300009.arc","4"
"0","0","《殲滅区　右方》から《宝物庫》へ
続くが開けた――","《殲滅区　右方》から《宝物庫》へ
続くが開けた――","ui\00_message\examine_message\quest\quest_examine_q50300009.gmd","\quest\q50300009.arc","q50300009.arc","5"
"0","0","《殲滅区　左方》から《宝物庫》へ
続くが開けた――","《殲滅区　左方》から《宝物庫》へ
続くが開けた――","ui\00_message\examine_message\quest\quest_examine_q50300009.gmd","\quest\q50300009.arc","q50300009.arc","6"
"0","0","呼び覚まされし竜","The Dragon Awakened","ui\00_message\quest_info\q50300010_00.gmd","\quest\q50300010.arc","q50300010.arc","0"
"1","eqenhance_title_sub","フィンダムの未来を賭けた精霊竜との戦いは
芯なる樹の樹内で起きた出来事のひとつとして
この聖なる不思議な場所に記憶された
その記憶を求める一部の覚者にとって
それは過去を越える壮絶な試練となって
相対することになるだろう","The battle with the Spirit Dragon for future of Phindym, was one of the events that took place inside Core Tree. The memory of this event was stored in this holy and mysterious place. For some Arisen who seek this memory, it will become a tremendous trial that surpasses the past, as they come face to face with it.","ui\00_message\quest_info\q50300010_00.gmd","\quest\q50300010.arc","q50300010.arc","1"
"2","eqrecycle_title","呼び覚まされし精霊竜を討伐する","Defeat the awakened Spirit Dragon","ui\00_message\quest_info\q50300010_00.gmd","\quest\q50300010.arc","q50300010.arc","2"
"0","0","樹内の記憶から竜力の波動を感じる――","樹内の記憶から竜力の波動を感じる――","ui\00_message\examine_message\quest\quest_examine_q50300010.gmd","\quest\q50300010.arc","q50300010.arc","0"
"0","0","樹内の記憶が竜昌を生み出した！","樹内の記憶が竜昌を生み出した！","ui\00_message\examine_message\quest\quest_examine_q50300010.gmd","\quest\q50300010.arc","q50300010.arc","1"
"0","0","樹内の記憶が怒りに染まっていく―","樹内の記憶が怒りに染まっていく―","ui\00_message\examine_message\quest\quest_examine_q50300010.gmd","\quest\q50300010.arc","q50300010.arc","2"
"0","0","辺りに飛散する竜力が反応している――","The scattered Dragon Force in the vicinity is reacting.","ui\00_message\examine_message\quest\quest_examine_q50300010.gmd","\quest\q50300010.arc","q50300010.arc","3"
"0","0","樹内の記憶が竜力を増大させている――","樹内の記憶が竜力を増大させている――","ui\00_message\examine_message\quest\quest_examine_q50300010.gmd","\quest\q50300010.arc","q50300010.arc","4"
"0","0","竜力の波動が激しさを増している――！","The Dragon Force is becoming more intense!","ui\00_message\examine_message\quest\quest_examine_q50300010.gmd","\quest\q50300010.arc","q50300010.arc","5"
"0","0","樹内の記憶の大詠唱を封じた！","樹内の記憶の大詠唱を封じた！","ui\00_message\examine_message\quest\quest_examine_q50300010.gmd","\quest\q50300010.arc","q50300010.arc","6"
"0","0","絶望と惨劇の砲声 限界域","Enfilade of Despair and Tragedy: Restricted Stage","ui\00_message\quest_info\q50301000_00.gmd","\quest\q50301000.arc","q50301000.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
《魔軍戦車駐留地》に現れた悪しき竜軍の大隊を
迅速に退けよ","竜の翼たる歴戦の覚者たちよ
《魔軍戦車駐留地》に現れた悪しき竜軍の大隊を
迅速に退けよ","ui\00_message\quest_info\q50301000_00.gmd","\quest\q50301000.arc","q50301000.arc","1"
"2","eqrecycle_title","先遣隊カトブレパスを討伐せよ","先遣隊カトブレパスを討伐せよ","ui\00_message\quest_info\q50301000_00.gmd","\quest\q50301000.arc","q50301000.arc","2"
"3","eqrecycle_title_sub","本隊の魔物を素早く討伐し、増援を食い止めよ","本隊の魔物を素早く討伐し、増援を食い止めよ","ui\00_message\quest_info\q50301000_00.gmd","\quest\q50301000.arc","q50301000.arc","3"
"4","eqenhance_weapon","現れた増援部隊と共に本隊を討伐せよ","現れた増援部隊と共に本隊を討伐せよ","ui\00_message\quest_info\q50301000_00.gmd","\quest\q50301000.arc","q50301000.arc","4"
"5","eqenhance_armor","新たに現れた魔軍甲兵を討伐し、魔物の脅威を抑えよ","新たに現れた魔軍甲兵を討伐し、魔物の脅威を抑えよ","ui\00_message\quest_info\q50301000_00.gmd","\quest\q50301000.arc","q50301000.arc","5"
"0","0","悪しき竜軍の増援を食い止めた！","悪しき竜軍の増援を食い止めた！","ui\00_message\examine_message\quest\quest_examine_q50301000.gmd","\quest\q50301000.arc","q50301000.arc","0"
"0","0","悪しき竜軍の増援を食い止められなかった――","悪しき竜軍の増援を食い止められなかった――","ui\00_message\examine_message\quest\quest_examine_q50301000.gmd","\quest\q50301000.arc","q50301000.arc","1"
"0","0","悪しき竜軍の更なる襲撃に備えよ――","悪しき竜軍の更なる襲撃に備えよ――","ui\00_message\examine_message\quest\quest_examine_q50301000.gmd","\quest\q50301000.arc","q50301000.arc","2"
"0","0","悪しき竜軍の進軍を食い止められなかった――","悪しき竜軍の進軍を食い止められなかった――","ui\00_message\examine_message\quest\quest_examine_q50301000.gmd","\quest\q50301000.arc","q50301000.arc","3"
"0","0","悪しき竜軍の進軍を食い止めた！","悪しき竜軍の進軍を食い止めた！","ui\00_message\examine_message\quest\quest_examine_q50301000.gmd","\quest\q50301000.arc","q50301000.arc","4"
"0","0","速壊の極み　ダクレイム砦","速壊の極み　ダクレイム砦","ui\00_message\quest_info\q50301001_00.gmd","\quest\q50301001.arc","q50301001.arc","0"
"1","eqenhance_title_sub","＜ウォーミッション：ダクレイム砦奪還戦＞にて
大いなる戦果を上げた覚者たちよ
その技術と精神を持って、己の力を更に磨き上げよ","＜ウォーミッション：ダクレイム砦奪還戦＞にて
大いなる戦果を上げた覚者たちよ
その技術と精神を持って、己の力を更に磨き上げよ","ui\00_message\quest_info\q50301001_00.gmd","\quest\q50301001.arc","q50301001.arc","1"
"2","eqrecycle_title","全ての呪符を素早く破壊する","全ての呪符を素早く破壊する","ui\00_message\quest_info\q50301001_00.gmd","\quest\q50301001.arc","q50301001.arc","2"
"0","0","破壊数　１/１５","破壊数　１/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","0"
"0","0","破壊数　２/１５","破壊数　２/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","1"
"0","0","破壊数　３/１５","破壊数　３/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","2"
"0","0","破壊数　４/１５","破壊数　４/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","3"
"0","0","破壊数　５/１５","破壊数　５/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","4"
"0","0","破壊数　６/１５","破壊数　６/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","5"
"0","0","破壊数　７/１５","破壊数　７/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","6"
"0","0","破壊数　８/１５","破壊数　８/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","7"
"0","0","破壊数　９/１５","破壊数　９/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","8"
"0","0","破壊数　１０/１５","破壊数　１０/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","9"
"0","0","破壊数　１１/１５","破壊数　１１/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","10"
"0","0","破壊数　１２/１５","破壊数　１２/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","11"
"0","0","破壊数　１３/１５","破壊数　１３/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","12"
"0","0","破壊数　１４/１５","破壊数　１４/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","13"
"0","0","破壊数　１５/１５","破壊数　１５/１５","ui\00_message\quest\q50301001.gmd","\quest\q50301001.arc","q50301001.arc","14"
"0","0","誘う眼　限界域","The Inviting Eye: Restricted Stage","ui\00_message\quest_info\q50302000_00.gmd","\quest\q50302000.arc","q50302000.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
《古テキア洞窟》に現れた邪悪な魔物を
迅速に退けよ","竜の翼たる歴戦の覚者たちよ
《古テキア洞窟》に現れた邪悪な魔物を
迅速に退けよ","ui\00_message\quest_info\q50302000_00.gmd","\quest\q50302000.arc","q50302000.arc","1"
"2","eqrecycle_title","ダンジョンを進攻する","ダンジョンを進攻する","ui\00_message\quest_info\q50302000_00.gmd","\quest\q50302000.arc","q50302000.arc","2"
"3","eqrecycle_title_sub","イービルアイを討伐する","Defeat the Evil Eye","ui\00_message\quest_info\q50302000_00.gmd","\quest\q50302000.arc","q50302000.arc","3"
"4","eqenhance_weapon","消えた魔物を追ってダンジョンを進攻する","消えた魔物を追ってダンジョンを進攻する","ui\00_message\quest_info\q50302000_00.gmd","\quest\q50302000.arc","q50302000.arc","4"
"5","eqenhance_armor","イービルアイを討伐する","Defeat the Evil Eye","ui\00_message\quest_info\q50302000_00.gmd","\quest\q50302000.arc","q50302000.arc","5"
"6","eqenhance_pack_set_00","消えた魔物を追ってダンジョンを進攻する","消えた魔物を追ってダンジョンを進攻する","ui\00_message\quest_info\q50302000_00.gmd","\quest\q50302000.arc","q50302000.arc","6"
"7","eqenhance_pack_set_01","イービルアイを討伐する","Defeat the Evil Eye","ui\00_message\quest_info\q50302000_00.gmd","\quest\q50302000.arc","q50302000.arc","7"
"0","0","封鎖された扉が開いた――","封鎖された扉が開いた――","ui\00_message\examine_message\quest\quest_examine_q50302000.gmd","\quest\q50302000.arc","q50302000.arc","0"
"0","0","イービルアイはダンジョンの奥へと消え去った――","イービルアイはダンジョンの奥へと消え去った――","ui\00_message\examine_message\quest\quest_examine_q50302000.gmd","\quest\q50302000.arc","q50302000.arc","1"
"0","0","特定ジョブの参加により制限時間が加算されました","特定ジョブの参加により制限時間が加算されました","ui\00_message\examine_message\quest\quest_examine_q50302000.gmd","\quest\q50302000.arc","q50302000.arc","2"
"0","0","速移の極み　ジフール砦","速移の極み　ジフール砦","ui\00_message\quest_info\q50302001_00.gmd","\quest\q50302001.arc","q50302001.arc","0"
"1","eqenhance_title_sub","＜ウォーミッション：ジフール砦攻略戦＞にて
大いなる戦果を上げた覚者たちよ
その技術と精神を持って、己の力を更に磨き上げよ","＜ウォーミッション：ジフール砦攻略戦＞にて
大いなる戦果を上げた覚者たちよ
その技術と精神を持って、己の力を更に磨き上げよ","ui\00_message\quest_info\q50302001_00.gmd","\quest\q50302001.arc","q50302001.arc","1"
"2","eqrecycle_title","全てのチェックポイントに素早く移動する","全てのチェックポイントに素早く移動する","ui\00_message\quest_info\q50302001_00.gmd","\quest\q50302001.arc","q50302001.arc","2"
"3","eqrecycle_title_sub","ゴール地点へ向かう","ゴール地点へ向かう","ui\00_message\quest_info\q50302001_00.gmd","\quest\q50302001.arc","q50302001.arc","3"
"0","0","チェックポイントを通過した！（1/15）","チェックポイントを通過した！（1/15）","ui\00_message\quest\q50302001.gmd","\quest\q50302001.arc","q50302001.arc","0"
