"2","q21000083_00_363","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","ui\00_message\quest_info\q21000083_00.gmd","\quest\q21000083.arc","q21000083.arc","2"
"1","1","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","1"
"2","2","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","2"
"3","3","戦士って結構生まれが重要でさ
強い戦士の血筋には強いヤツが多いんだ
あまり強くない血筋のヤツは、やっぱりそれなりさ
それでも――この村に残ってるやつって
どういう気持ちなんだろうな？","戦士って結構生まれが重要でさ
強い戦士の血筋には強いヤツが多いんだ
あまり強くない血筋のヤツは、やっぱりそれなりさ
それでも――この村に残ってるやつって
どういう気持ちなんだろうな？","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","3"
"4","4","指定された場所で魔物の群れを探す(残り３)","指定された場所で魔物の群れを探す(残り３)","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","4"
"5","5","遭遇した魔物群を討伐する","Defeat the encountered demon group","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","5"
"6","6","残る魔物の群れを探す(残り２)","残る魔物の群れを探す(残り２)","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","6"
"7","7","遭遇した魔物群を討伐する","Defeat the encountered demon group","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","7"
"8","8","残る魔物の群れを探す(残り１)","残る魔物の群れを探す(残り１)","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","8"
"9","9","遭遇した魔物群を討伐する","Defeat the encountered demon group","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","9"
"10","10","依頼者に報告する","Report to the requester","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","10"
"0","0","あ――もしかして、仕事を探しているの？
だけど、なんでわざわざ僕に？
荒事の依頼なら、この村に溢れてると思うけど","あ――もしかして、仕事を探しているの？
だけど、なんでわざわざ僕に？
荒事の依頼なら、この村に溢れてると思うけど","ui\00_message\quest\q21015008.gmd","\quest\q21015008.arc","q21015008.arc","0"
"0","0","僕が弱そうだったから？
自分じゃ困りごとも解決できないように見えたから？
――あぁ、そんな顔しないでくれよ","僕が弱そうだったから？
自分じゃ困りごとも解決できないように見えたから？
――あぁ、そんな顔しないでくれよ","ui\00_message\quest\q21015008.gmd","\quest\q21015008.arc","q21015008.arc","1"
"0","0","筋肉や声のでかさが一番のこの村じゃ
僕みたいなのは、どうしてもこうなっちゃうんだよな
よそ者に、しかもあんたみたいな強そうな人に
言っても仕方のないことなんだけど――","筋肉や声のでかさが一番のこの村じゃ
僕みたいなのは、どうしてもこうなっちゃうんだよな
よそ者に、しかもあんたみたいな強そうな人に
言っても仕方のないことなんだけど――","ui\00_message\quest\q21015008.gmd","\quest\q21015008.arc","q21015008.arc","2"
"0","0","――変な話して悪かったね
お詫びに、仕事をお願いするよ
ええと、村の近くに《<STG 812>》っていう
魔物が溜まりやすい洞窟があるんだ","――変な話して悪かったね
お詫びに、仕事をお願いするよ
ええと、村の近くに《<STG 812>》っていう
魔物が溜まりやすい洞窟があるんだ","ui\00_message\quest\q21015008.gmd","\quest\q21015008.arc","q21015008.arc","3"
"0","0","村の戦士が定期的に掃除しに行くんだけど――
最近は侵食騒ぎで、行けていないみたいでね
だから、代わりに魔物を片付けて来てくれるかい？","村の戦士が定期的に掃除しに行くんだけど――
最近は侵食騒ぎで、行けていないみたいでね
だから、代わりに魔物を片付けて来てくれるかい？","ui\00_message\quest\q21015008.gmd","\quest\q21015008.arc","q21015008.arc","4"
"0","0","《<STG 812>》は魔物が溜まりやすくてね
村の戦士が定期的に掃除に行ってたんだけど
最近は行けていないみたいなんだ","《<STG 812>》は魔物が溜まりやすくてね
村の戦士が定期的に掃除に行ってたんだけど
最近は行けていないみたいなんだ","ui\00_message\quest\q21015008.gmd","\quest\q21015008.arc","q21015008.arc","5"
"0","0","代わりに討伐してきてくれれば安心だよ
僕には無理だったけど――君なら簡単だと思う
行ってくれるかい？","代わりに討伐してきてくれれば安心だよ
僕には無理だったけど――君なら簡単だと思う
行ってくれるかい？","ui\00_message\quest\q21015008.gmd","\quest\q21015008.arc","q21015008.arc","6"
"0","0","行ってきてくれたのか、ありがとう
皆は気が付かないかもしれないけど――
村に何かあったら大変だし、未然に防げて良かったよ","行ってきてくれたのか、ありがとう
皆は気が付かないかもしれないけど――
村に何かあったら大変だし、未然に防げて良かったよ","ui\00_message\quest\q21015008.gmd","\quest\q21015008.arc","q21015008.arc","7"
"0","0","もし良かったらまた――頼んでも良いかな
他人頼みなんて、イーヴィや村の人に
知られたら笑われるだろうけど――
それでも、皆が傷付くことになるよりはマシだからさ","もし良かったらまた――頼んでも良いかな
他人頼みなんて、イーヴィや村の人に
知られたら笑われるだろうけど――
それでも、皆が傷付くことになるよりはマシだからさ","ui\00_message\quest\q21015008.gmd","\quest\q21015008.arc","q21015008.arc","8"
"0","0","弱腰の試練","Ordeal of the Weak","ui\00_message\quest_info\q21015009_00.gmd","\quest\q21015009.arc","q21015009.arc","0"
"1","1","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","ui\00_message\quest_info\q21015009_00.gmd","\quest\q21015009.arc","q21015009.arc","1"
"2","2","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","ui\00_message\quest_info\q21015009_00.gmd","\quest\q21015009.arc","q21015009.arc","2"
"3","3","この村では強き者が持て囃され
弱き者は軽んじられる、そういう文化のようだ
しかし滞在している間――自分に親身に接し
優しくしてくれたのは、弱き者達なのだ――
彼らに何か、恩返しが出来ればと思うのだが","この村では強き者が持て囃され
弱き者は軽んじられる、そういう文化のようだ
しかし滞在している間――自分に親身に接し
優しくしてくれたのは、弱き者達なのだ――
彼らに何か、恩返しが出来ればと思うのだが","ui\00_message\quest_info\q21015009_00.gmd","\quest\q21015009.arc","q21015009.arc","3"
"4","4","指定された場所へ行き、狂暴な魔物を見つける","指定された場所へ行き、狂暴な魔物を見つける","ui\00_message\quest_info\q21015009_00.gmd","\quest\q21015009.arc","q21015009.arc","4"
"5","5","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q21015009_00.gmd","\quest\q21015009.arc","q21015009.arc","5"
"6","6","依頼者へ経緯を報告する","Report back to the requester","ui\00_message\quest_info\q21015009_00.gmd","\quest\q21015009.arc","q21015009.arc","6"
"0","0","な、なんだよ――じろじろ見ないでくれ
戦士の村ダナに、こんなひょろひょろな奴が
いることが、そんなに珍しいかい？","な、なんだよ――じろじろ見ないでくれ
戦士の村ダナに、こんなひょろひょろな奴が
いることが、そんなに珍しいかい？","ui\00_message\quest\q21015009.gmd","\quest\q21015009.arc","q21015009.arc","0"
"0","0","――君、竜の力を受けた覚者なんだって？
さぞかし強いんだろうなぁ
僕は見ての通りだからさ、憧れるよ","――君、竜の力を受けた覚者なんだって？
さぞかし強いんだろうなぁ
僕は見ての通りだからさ、憧れるよ","ui\00_message\quest\q21015009.gmd","\quest\q21015009.arc","q21015009.arc","1"
"0","0","その強さ――僕に見せてくれよ
村の外を行ったところに、強い奴らが何度挑んでも
勝てない魔物がいるんだそうだ
覚者なんだし、魔物ごとき余裕だろう？","その強さ――僕に見せてくれよ
村の外を行ったところに、強い奴らが何度挑んでも
勝てない魔物がいるんだそうだ
覚者なんだし、魔物ごとき余裕だろう？","ui\00_message\quest\q21015009.gmd","\quest\q21015009.arc","q21015009.arc","2"
"0","0","君なら、一度も倒れないで討伐することも簡単かな
もし上手く倒せたら、良い物をあげるよ
無事に帰って来られたら――の話だけどね","君なら、一度も倒れないで討伐することも簡単かな
もし上手く倒せたら、良い物をあげるよ
無事に帰って来られたら――の話だけどね","ui\00_message\quest\q21015009.gmd","\quest\q21015009.arc","q21015009.arc","3"
"0","0","あ、あの――感じの悪い言い方してごめんよ
え？　本当に倒しに行くつもりかい？","あ、あの――感じの悪い言い方してごめんよ
え？　本当に倒しに行くつもりかい？","ui\00_message\quest\q21015009.gmd","\quest\q21015009.arc","q21015009.arc","4"
