Identifier,Source string,Translation,Context,Labels,Max. length
,レオが悩んでいるようだが――,Leo seems to be having trouble--,"
ui\00_message\npc\base\n0004.gmd",,
,"弱っているところをああも露骨に見せるのは
いかがなものかな――","How is it
to be so blatant in your weakness--?","
ui\00_message\npc\base\n0004.gmd",,
,"賛成しかねるが――
無為なことと断じるつもりもない","I don't agree with you--
but I'm not going to dismiss it as a waste of time.","
ui\00_message\npc\base\n0004.gmd",,
,"覚者に力を与えたぶんだけ
白竜自身の回復が遅れる――
そう考えることもできる","The more power you give the sentient
, the slower the white dragon's own recovery--
can be thought of that way.","
ui\00_message\npc\base\n0004.gmd",,
,"覚者の本分は白竜の回復を助けることだ
――ゆめゆめ忘れるなよ","The savant's main duty is to help the white dragon recover.
--Don't forget to dream.","
ui\00_message\npc\base\n0004.gmd",,
,"キースヒルトか――
ここで暮らしてくれれば安心なのだが
あの種族は偏屈だからな――","Keith Hilt or--
I'd feel safer if he lived here.
That species is so eccentric--","
ui\00_message\npc\base\n0004.gmd",,
,イリスを通じて敵を知る――ひとつの方策だ,Knowing your enemy through iris--that's one way to do it.,"
ui\00_message\npc\base\n0004.gmd",,
,"いや、わたしだって、驚いているし
胸も痛む――","No, I'm surprised, too, and
heartbroken--","
ui\00_message\npc\base\n0004.gmd",,
,"しかし、敵に心奪われた者をこれまでどおり
信頼するわけにもいくまい","But we can't continue to trust
those who are enthralled by our enemies as we have in the past.","
ui\00_message\npc\base\n0004.gmd",,
,"アークを送り込みんできた者の名は――
いや、やめておこう","The name of the person who could have sent ARC to--
No, let's not.","
ui\00_message\npc\base\n0004.gmd",,
,"おかしなものだ――
エルフはメイリーフだけではないと知ってから
心の隅で安心していた部分がある――","It's a funny thing--
Since I learned that Mayleaf wasn't the only elf
there was a part of me that was relieved in a corner of my mind--","
ui\00_message\npc\base\n0004.gmd",,
,"狙われるのはメイリーフだけではない、とな
自分の身勝手さに驚くしかなかったよ","It's not just Mayleaf that's being targeted.
I couldn't help but be amazed at my own selfishness.","
ui\00_message\npc\base\n0004.gmd",,
,誇り高き孤独な魂――,"Proud, lonely souls--","
ui\00_message\npc\base\n0004.gmd",,
,"我々で迎えることができてうれしいよ
ああ、これは本心だ","Glad to have you with us
Yeah, I mean this.","
ui\00_message\npc\base\n0004.gmd",,
,"会議に参加したい？
それよりも戦いの準備を進めてくれ","Want to attend a meeting?
Better yet, get ready for a fight.","
ui\00_message\npc\base\n0004.gmd",,
,"どこへ行ってどう戦うべきか――
我々が考えるから、おまえは何も考えずに
戦ってくれればいい","Where to go and how to fight--
we'll figure it out, you don't have to think about it
just fight.","
ui\00_message\npc\base\n0004.gmd",,
,"会議の長さに不満が出ていることは知っている
しかし、事はレスタニアの未来に
大きく影響するだろう","I know there have been complaints about the length of the meeting
but the thing is
will have a big impact on the future of Restania","
ui\00_message\npc\base\n0004.gmd",,
,慌てて結論に飛びついてはいかんのだ,We shouldn't jump to conclusions in a hurry.,"
ui\00_message\npc\base\n0004.gmd",,
,"レオはまだか？
今後のこととイリスの処遇を相談せねばならん
見かけたら、すぐここへ来るように言ってくれ","Is Leo here yet?
We need to discuss the future and what to do with Iris.
If you see him, tell him to come here right away.","
ui\00_message\npc\base\n0004.gmd",,
,"アークの攻略方法はわたしにまかせて――
ほら、今のうちに休んでおけ","Leave it to me to figure out how to attack the ARC--
Here, get some rest while you can.","
ui\00_message\npc\base\n0004.gmd",,
,"ミシアルは最近のイリスにまつわる
うわさを知っていた","Missial knew about the recent
rumors about Iris.","
ui\00_message\npc\base\n0004.gmd",,
,"つまり、警戒していたはずだ
それなのに何故――","I mean, they should have been warned.
So why--","
ui\00_message\npc\base\n0004.gmd",,
,"まさかレオまで――
いや、それはあるまい――なあ？","No way, not even Leo--
No, that's not-- hey?","
ui\00_message\npc\base\n0004.gmd",,
,"さあ、メルゴダへ行くんだ
向こうで誰と話――誰と戦うか
それは自分で決めればいい","Now, go to Melgoda
and you can decide who you'll talk to--and who you'll fight--on the other side.
You can decide that for yourself.","
ui\00_message\npc\base\n0004.gmd",,
,"おまえはけして間違えない
ああ、信じているとも","You're never wrong.
Oh, I believe you.","
ui\00_message\npc\base\n0004.gmd",,
,"レオとは会えたか？
わたしが心配していたと伝えてくれ","Did you see Leo?
Tell him I was worried.","
ui\00_message\npc\base\n0004.gmd",,
,"さあ、今のうちに休んだり装備を見直したり――
いよいよ決戦だぞ","Now, while you're at it, get some rest and review your equipment--
It's time for the showdown!","
ui\00_message\npc\base\n0004.gmd",,
,レオの姿が見えないがじきに戻るだろう,"No sign of Leo, but he'll be back soon.","
ui\00_message\npc\base\n0004.gmd",,
,"白竜様へはおまえから報告するといい
つもる話はそれからでも遅くはない","You can report to the White Dragon yourself
It's not too late to start a conversation.","
ui\00_message\npc\base\n0004.gmd",,
,"これほどの嵐――
史書の編纂が始まって以来なかったことだ
後世のために、詳細な記録を
残しておかねば","A storm of this magnitude--
has not been seen since the beginning of the compilation of historical books
We must keep a detailed record
for posterity!","
ui\00_message\npc\base\n0004.gmd",,
,また落ち着かない日々が始まるようだな,Looks like another restless day ahead.,"
ui\00_message\npc\base\n0004.gmd",,
,"ガルドリン、リズ、エリオットをうまく使って
この困難を乗り切ってくれ
むろん、わたしにできることはなんでもする","Use Galdrin, Liz, and Elliott well
to get us through this difficulty
Of course, I'll do whatever I can to help.","
ui\00_message\npc\base\n0004.gmd",,
,"何が起こっていようとも
我々が当事者でなければ良いと思っていたが
案の定、焼け石を拾ってしまったようだ","Whatever is going on
I was hoping we weren't a party to it
I guess I picked up a burnt stone as I thought I would.","
ui\00_message\npc\base\n0004.gmd",,
,"見たところセシリーは、無垢な心を持った
乙女という風情だが――","From the looks of it, Cecily has the air of a
maiden with an innocent heart...","
ui\00_message\npc\base\n0004.gmd",,
,"いったい何故セシリーが狙われねば
ならんのだ","Why on earth should Cecily be targeted
","
ui\00_message\npc\base\n0004.gmd",,
,"騎士団と覚者が力を合わせて戦えば
勝てぬ相手などおらん――","If the Knights and the Sentinels join forces to fight
there is no opponent we can't beat--","
ui\00_message\npc\base\n0004.gmd",,
,"そう信じているのだが、戦ってばかりでは
事態の把握は不可能
やはり戦力の分割は避けられぬわ","I believe so, but if we keep fighting,
we'll never be able to figure out what's going on.
We still can't avoid dividing our forces.","
ui\00_message\npc\base\n0004.gmd",,
,"問題は幾つもあるが
せめて侵食魔だけでも排除できないものだろうか
そうなれば人員配置が楽になるのだが","There are a number of problems.
Can we at least eliminate the Corruption demon?
That would make staffing easier.","
ui\00_message\npc\base\n0004.gmd",,
,レオは何か言ってこないのか？,Leo didn't say anything?,"
ui\00_message\npc\base\n0004.gmd",,
,"状況が変われば考え方を変える
その柔軟さが美点だったが――
それすらも変わってしまったのだろうか","We change our thinking when circumstances change
That flexibility used to be a virtue--
but I wonder if even that has changed.","
ui\00_message\npc\base\n0004.gmd",,
,"侵食魔どもめ――
奴らのせいでじっくり考える事もできん","Those invaders--
they're the reason I can't even think straight.","
ui\00_message\npc\base\n0004.gmd",,
,"機先を制するには腰を据えた思索が
不可欠だというのに――","While sitting back and contemplating
is essential to get ahead of the curve--","
ui\00_message\npc\base\n0004.gmd",,
,"そろそろ明るい兆しが見えても良いはずだが――
セシリーには焦るなと言ったものの
一番落ち着くべきなのはわたしかもしれんな","There should be a silver lining by now--
Although I told Cecily not to rush
I'm probably the one who needs to calm down the most.","
ui\00_message\npc\base\n0004.gmd",,
,"首尾はどうだ？
朗報を待っているぞ","How'd it go?
I'm waiting for good news.","
ui\00_message\npc\base\n0004.gmd",,
