"21787","
","
"21949","スタミナを上昇させる","Increase stamina."
"21950","スタミナを上昇させる","Increase stamina."
"21951","スタミナを上昇させる","Increase stamina."
"21952","スタミナを上昇させる","Increase stamina."
"21953","スタミナを上昇させる","Increase stamina."
"21954","スタミナを上昇させる","Increase stamina."
"21955","スタミナを上昇させる","Increase stamina."
"21956","生命治癒力を上昇させる","Increase healing power."
"21957","生命治癒力を上昇させる","Increase healing power."
"21958","生命治癒力を上昇させる","Increase healing power."
"21959","生命治癒力を上昇させる","Increase healing power."
"21960","生命治癒力を上昇させる","Increase healing power."
"21961","生命治癒力を上昇させる","Increase healing power."
"21962","生命治癒力を上昇させる","Increase healing power."
"21963","生命治癒力を上昇させる","Increase healing power."
"21964","生命治癒力を上昇させる","Increase healing power."
"21965","生命治癒力を上昇させる","Increase healing power."
"21966","生命治癒力を上昇させる","Increase healing power."
"21967","生命治癒力を上昇させる","Increase healing power."
"21968","生命治癒力を上昇させる","Increase healing power."
"21969","生命治癒力を上昇させる","Increase healing power."
"21970","生命治癒力を上昇させる","Increase healing power."
"21971","生命治癒力を上昇させる","Increase healing power."
"21972","耐久力を上昇させる","Increase durability."
"21973","耐久力を上昇させる","Increase durability."
"21974","耐久力を上昇させる","Increase durability."
"21975","耐久力を上昇させる","Increase durability."
"21976","耐久力を上昇させる","Increase durability."
"21977","耐久力を上昇させる","Increase durability."
"21978","耐久力を上昇させる","Increase durability."
"21979","耐久力を上昇させる","Increase durability."
"21980","耐久力を上昇させる","Increase durability."
"21981","耐久力を上昇させる","Increase durability."
"21982","耐久力を上昇させる","Increase durability."
"21983","耐久力を上昇させる","Increase durability."
"21984","耐久力を上昇させる","Increase durability."
"21985","耐久力を上昇させる","Increase durability."
"21986","耐久力を上昇させる","Increase durability."
"21987","耐久力を上昇させる","Increase durability."
"21988","吹き飛ばし力を上昇させる","Increase knockback power."
"21989","吹き飛ばし力を上昇させる","Increase knockback power."
"21990","吹き飛ばし力を上昇させる","Increase knockback power."
"21991","吹き飛ばし力を上昇させる","Increase knockback power."
"21992","吹き飛ばし力を上昇させる","Increase knockback power."
"21993","吹き飛ばし力を上昇させる","Increase knockback power."
"21994","吹き飛ばし力を上昇させる","Increase knockback power."
"21995","吹き飛ばし力を上昇させる","Increase knockback power."
"21996","吹き飛ばし力を上昇させる","Increase knockback power."
"21997","吹き飛ばし力を上昇させる","Increase knockback power."
"21998","吹き飛ばし力を上昇させる","Increase knockback power."
"21999","吹き飛ばし力を上昇させる","Increase knockback power."
"22000","吹き飛ばし力を上昇させる","Increase knockback power."
"22001","吹き飛ばし力を上昇させる","Increase knockback power."
"22002","吹き飛ばし力を上昇させる","Increase knockback power."
"22003","吹き飛ばし力を上昇させる","Increase knockback power."
"22004","吹き飛ばし力を上昇させる","Increase knockback power."
"22005","吹き飛ばし力を上昇させる","Increase knockback power."
"22006","吹き飛ばし力を上昇させる","Increase knockback power."
"22007","吹き飛ばし力を上昇させる","Increase knockback power."
"22048","気絶攻力を上昇させる","Increase stun attack power."
"22049","気絶攻力を上昇させる","Increase stun attack power."
"22050","気絶攻力を上昇させる","Increase stun attack power."
"22051","気絶攻力を上昇させる","Increase stun attack power."
"22052","気絶攻力を上昇させる","Increase stun attack power."
"22053","気絶攻力を上昇させる","Increase stun attack power."
"22054","気絶攻力を上昇させる","Increase stun attack power."
"22055","気絶攻力を上昇させる","Increase stun attack power."
"22056","気絶攻力を上昇させる","Increase stun attack power."
"22057","気絶攻力を上昇させる","Increase stun attack power."
"22058","気絶攻力を上昇させる","Increase stun attack power."
"22059","気絶攻力を上昇させる","Increase stun attack power."
"22060","気絶攻力を上昇させる","Increase stun attack power."
"22061","気絶攻力を上昇させる","Increase stun attack power."
"22062","気絶攻力を上昇させる","Increase stun attack power."
"22063","気絶攻力を上昇させる","Increase stun attack power."
"22064","気絶攻力を上昇させる","Increase stun attack power."
"22065","気絶攻力を上昇させる","Increase stun attack power."
"22066","気絶攻力を上昇させる","Increase stun attack power."
"22067","気絶攻力を上昇させる","Increase stun attack power."
"22068","重量を低下させる","Reduces weight."
"22069","重量を低下させる","Reduces weight."
"22070","重量を低下させる","Reduces weight."
"22071","重量を低下させる","Reduces weight."
"22072","重量を低下させる","Reduces weight."
"22073","重量を低下させる","Reduces weight."
"22074","重量を低下させる","Reduces weight."
"22075","重量を低下させる","Reduces weight."
"22076","重量を低下させる","Reduces weight."
"22077","重量を低下させる","Reduces weight."
"23122","黒呪の迷宮の進行状況をリセットします","Reset the progress of Bitterblack Maze."
"23123","ジョブ1種のレベルをLV.80にすると同時に
スキルをLV.6、アビリティをLV.4までアップ
<COL ffdc78>※NPC「ジョゼフ」のメニューに追加されます</COL>","Reach level 80 for one job type while simultaneously leveling up the skills to level 6 and abilities to level 4.
<COL ffdc78>This will be added to NPC Joseph's menu</COL>"
"23131","対象のアビリティと同等の効果を得る
効果は重複しない","Gain the same effects as the target ability.
Effects do not stack."
"23132","対象のアビリティと同等の効果を得る
効果は重複しない","Gain the same effects as the target ability.
Effects do not stack."
"23133","対象のアビリティと同等の効果を得る
効果は重複しない","Gain the same effects as the target ability.
Effects do not stack."
"23134","対象のアビリティと同等の効果を得る
効果は重複しない","Gain the same effects as the target ability.
Effects do not stack."
"23135","対象のアビリティと同等の効果を得る
効果は重複しない","Gain the same effects as the target ability.
Effects do not stack."
"23136","対象のアビリティと同等の効果を得る
効果は重複しない","Gain the same effects as the target ability.
Effects do not stack."
