"19","CUSTOM_SKILL_COMMAND_03_198","セットボタンで構え後、<KC SHOOT>で発射","While holding the assigned button, <KC SHOOT> to shoot.","ui\00_message\skill\custom_skill_command_03.gmd","\skill\custom_skill_data_03.arc","custom_skill_data_03.arc","19"
"3","TUTORIAL_STEP_713","＜細工任務のポイント＞

ソネルの傍を離れる時は
見張りが巡回してくるタイミングに注意が必要です

ソネルの<COL ffdc78>２つの状態をうまく切り替えて</COL>
敵に見つからずに細工を成功させましょう","<Point of the task>

When leaving Sonel's side, it is important to be aware of the timing when the lookout comes on patrol.

Successfully carry out the task without being discovered by the enemy by <COL ffdc78>skillfully switching between Sonel's two states.</COL>","ui\00_message\tutorial_guide\steps\tutorial_guide_step378.gmd","\tguide\tutorial_guide_378.arc","tutorial_guide_378.arc","3"
"0","TUTORIAL_STEP_668","１つのテントの細工に成功すると
ソネルから次の作戦の提案があります

　①《兵舎》に残って作戦を続ける
　　次のテントの細工を始めます

　②《第一の門》を攻略する
　　《第一の門》へ移動し、門番と戦います

　③撤退して成果を確認する
　　任務を中断し、《展望城》へ戻ります","When you successfully complete the tampering of one tent, Sonel will propose the next strategy.

① Keep working on the operation at the ""Barracks""
Begin the work on the next tent.

② Capture the ""First Gate""
Move to the ""First Gate"" and battle the gatekeeper.

③ Withdraw and review the results
Interrupt the mission and return to ""Lookout Castle"".","ui\00_message\tutorial_guide\steps\tutorial_guide_step379.gmd","\tguide\tutorial_guide_379.arc","tutorial_guide_379.arc","0"
"0","TUTORIAL_STEP_83","このレスタニアには、覚者であるあなたのほかにも
多くの人々（ＮＰＣ）が暮らしています
彼らＮＰＣの中には

　　　店や施設を開いている者
　　　クエスト依頼者
　　　地域問題やジョブの専門家

など、さまざまな役割を持つ者がいます","In Lestania, beside the Arisen
many people (NPCs) live,
NPCs have different roles, such as:

   Shopkeepers and facility owners.
   Quest clients.
   Area and Job Masters.

Be sure to meet them all!","ui\00_message\tutorial_guide\steps\tutorial_guide_step38.gmd","\tguide\tutorial_guide_38.arc","tutorial_guide_38.arc","0"
"1","TUTORIAL_STEP_82","彼らに話しかけると、
会話メニューに項目が表示されます

利用したい機能、話したい内容を
選びましょう","When you talk to them,
options appear in the Conversation menu.

So you can choose what you want to talk about.
Get to know them!","ui\00_message\tutorial_guide\steps\tutorial_guide_step38.gmd","\tguide\tutorial_guide_38.arc","tutorial_guide_38.arc","1"
"0","TUTORIAL_STEP_715","各防衛区画の奥には門があり
序盤は<COL ffdc78>かなり強力な敵と設備</COL>で守りを固めています

しかし、同じ防衛区画内の
他の施設に与えた損害によって
<COL ffdc78>その戦力は段階的に弱体化</COL>していきます

「敵が強い」と感じたら、無理せず
<COL ffdc78>他の施設の攻略を進めて損害度を蓄積</COL>させ
戦力を削いでいきましょう","At the back of each defense zone is a gate.
In the beginning, they will have fortified the defense with quite <COL ffdc78>powerful enemies and equipment.</COL>

However, the <COL ffdc78>strength gradually weakens</COL> due to the damage inflicted on other facilities within the same defense zone.
If you feel that the enemy is too strong, do not force it.

<COL ffdc78>Advance the capture of other facilities within the same zone and accumulate damage,</COL>
Gradually weakening their strength.","ui\00_message\tutorial_guide\steps\tutorial_guide_step380.gmd","\tguide\tutorial_guide_380.arc","tutorial_guide_380.arc","0"
"1","TUTORIAL_STEP_716","＜門の攻略の失敗＞

戦闘の最中に
<COL ffdc78>ソネルの《ごきげんゲージ》が０</COL>になると
自動的に展望城へ撤退しますが、撤退しても
<COL ffdc78>他の施設に与えた損害は無駄にはなりません</COL>

うまく行かなかったとしても、任務での積み重ねは
<COL ffdc78>いつか必ず門の攻略に繋がる</COL>ので
諦めずにがんばりましょう！","<Gate Attack Failure>

During combat, if <COL ffdc78>Sonel's Mood Gauge reaches 0</COL>, he will automatically retreat to Lookout Castle. 

However, even if he retreats, the <COL ffdc78>damage inflicted on other facilities will not be in vain.</COL>

Even if things don't go well, the accumulation of missions <COL ffdc78>will eventually lead to the conquest of the gate.</COL>
So let's do our best without giving up!","ui\00_message\tutorial_guide\steps\tutorial_guide_step380.gmd","\tguide\tutorial_guide_380.arc","tutorial_guide_380.arc","1"
"0","TUTORIAL_STEP_673","<COL ffdc78>《ウォーミッション》とは
期間限定で開催され、
最大８人までのパーティーを組んで
挑戦する大規模コンテンツです</COL>

開催時期や内容は《レスタニアニュース》で
告知されるので、チェックしましょう","<COL ffdc78>""War Missions"" are large-scale challenges that are held for a limited time only. 
You can form a party of up to 8 people to take on these missions.</COL> 

Be sure to check the ""Lestania News"" for announcements about the timing and details of the event.","ui\00_message\tutorial_guide\steps\tutorial_guide_step381.gmd","\tguide\tutorial_guide_381.arc","tutorial_guide_381.arc","0"
"1","TUTORIAL_STEP_674","これら専用のパーティーを組むコンテンツは、
担当ＮＰＣに話しかけることで
<COL ffdc78>《エントリーボード》</COL>から参加申請できます

<COL ffdc78>　＜ウォーミッションパーティー時の制限＞
　　　※結成時は担当NPC前に集合・帰還することに
　　　　なり、フィールドなどへは移動できません
　　　※申請後も転職は可能ですが、
　　　　パーティー結成時に
　　　　登録ジョブへ強制変更されます
　　　　（その後の再転職は可能です）</COL>","You can apply to join these dedicated party contents by talking to the assigned NPC from the <COL ffdc78>Entry Board</COL>.

<COL ffdc78><War Missions party restrictions></COL>
- When the party is formed, you will need to gather and return to the assigned NPC, and you will not be able to move to open play areas or other locations.
- After applying, you can still change vocations, but your registered job will be forcibly changed at the time of party formation. (You can still change vocations after that)","ui\00_message\tutorial_guide\steps\tutorial_guide_step381.gmd","\tguide\tutorial_guide_381.arc","tutorial_guide_381.arc","1"
"2","TUTORIAL_STEP_675","ウォーミッションに参加すると
<COL ffdc78>終了時の戦果が、そのままDPショップで使える
通貨《ドミニオンポイント》として獲得できます</COL>

また、開催中はアッカーシェラン大陸全土に
戦果となる特別な魔物も出現します

より高い報酬を目指し、DPショップで
アイテムを購入しましょう","When you participate in a war mission<COL ffdc78>, you can earn the currency ""Dominion Points"" that can be used directly in the DP Shop.</COL>

Also, during the event, special enemies will appear throughout the Acre Selund continent that contribute to the war.

Aim for higher rewards and purchase items in the DP Shop!","ui\00_message\tutorial_guide\steps\tutorial_guide_step381.gmd","\tguide\tutorial_guide_381.arc","tutorial_guide_381.arc","2"
"3","TUTORIAL_STEP_685","本開催期間中、ウォーミッションに付随した
ワールドクエストと戦況：敵軍殲滅では
<COL ffdc78>稀にオークの将が出現することがあります</COL>

大将からは希少なアイテムが獲得できるほか、
大将を討伐した数が一定数に達すると
<COL ffdc78>特別な戦況：大将討滅</COL>が出現します

全覚者で協力し、大将出現を目指しましょう","During this event, there are World Quests associated with War Missions. 
In the battle situation of annihilating the enemy, <COL ffdc78>there is a rare chance that a leader of the Orcs will appear. </COL>

Defeating the leader not only allows you to obtain rare items, but also triggers a special battle situation called <COL ffdc78>""Leader Elimination""</COL> when a certain number of leader defeats is reached. 

Let's cooperate as Arisen and aim for the appearance of the leader.","ui\00_message\tutorial_guide\steps\tutorial_guide_step381.gmd","\tguide\tutorial_guide_381.arc","tutorial_guide_381.arc","3"
"0","TUTORIAL_STEP_681","<COL ffdc78>エンブレムストーン</COL>は
ゴブリン王ギルスタンが所持しています

各ジョブでレベル70以上になったら
ホボリック洞穴に住むギルスタンの元を
訪れ、エンブレムストーンを譲ってくれるよう
交渉してみましょう

エンブレムストーンは覚者にしか価値の無い物なので
何らかの要求と引き換えに譲り受けることが
できるはずです","<COL ffdc78>Emblem Stones</COL> are in the possession of Goblin King Gilstan.

When you reach level 70 or higher in each job, visit Gilstan, who resides in Hobolic Cave, and try to negotiate with him to give you the Emblem Stones.

Since the Emblem Stones have no value except for the Arisen, you should be able to receive them in exchange for some kind of request.","ui\00_message\tutorial_guide\steps\tutorial_guide_step382.gmd","\tguide\tutorial_guide_382.arc","tutorial_guide_382.arc","0"
"1","TUTORIAL_STEP_682","※各ジョブごとのエンブレムストーンの
クエスト報酬として、エンブレムストーンを
入手することができます

<COL ffdc78>※なお、試練を行う修練の祠では
他の戦術試練やエンブレムストーンの試練を
同時に受注できないので注意しましょう</COL>","※You can obtain Emblem Stones as quest rewards for each job.

<COL ffdc78>※Please note that in the Training Chapel, where trials are conducted, you cannot simultaneously accept other tactical trials or emblem stone trials.</COL>","ui\00_message\tutorial_guide\steps\tutorial_guide_step382.gmd","\tguide\tutorial_guide_382.arc","tutorial_guide_382.arc","1"
"0","TUTORIAL_STEP_683","戦甲を纏った部位で攻撃を放ったタイミングで
攻撃を接触させるテクニック<COL ffdc78>《カウンター》</COL>も
戦甲を破壊する上で有効とされる手段です

なお、カウンターで攻撃を接触させた時に
有効とされる攻撃は
<COL ffdc78>《物理攻撃》</COL>のみに限定されます

《魔法攻撃》ではカウンターは
成立しないので注意しましょう","When attacking a part covered in war-ready armor, using the technique <COL ffdc78>""Counter""</COL> to make contact with the attack is also considered an effective means of destroying the war-ready armor.

Please note that when making contact with an attack using Counter, it is limited to <COL ffdc78>""physical attacks""</COL> only.

Counter does not work with ""magic attacks"", so please be aware of this.","ui\00_message\tutorial_guide\steps\tutorial_guide_step383.gmd","\tguide\tutorial_guide_383.arc","tutorial_guide_383.arc","0"
