"5","q60300500_00_3211","第二試練の場所へ向かう","Head to the location of the second test","ui\00_message\quest_info\q60300500_00.gmd","\quest\q60300500.arc","q60300500.arc","5"
"0","","メイロワ将軍直々の命令でさ
今、ある魔物を追跡中なんだ
――手伝ってもらえるなら、追跡方法を
教えるよ","メイロワ将軍直々の命令でさ
今、ある魔物を追跡中なんだ
――手伝ってもらえるなら、追跡方法を
教えるよ","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","0"
"0","","今追っている魔物だけど
現状、どこにいるのかわかってないんだ
だけど――その“痕跡”はすでに発見してる","今追っている魔物だけど
現状、どこにいるのかわかってないんだ
だけど――その“痕跡”はすでに発見してる","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","1"
"0","","“痕跡”を辿っていけば、いつか追い付けるはずだよ
追跡を頼んでもいいかな
実は、前に負傷した傷跡が痛むから
魔物と交戦するのは荷が重いと思ってたんだ","“痕跡”を辿っていけば、いつか追い付けるはずだよ
追跡を頼んでもいいかな
実は、前に負傷した傷跡が痛むから
魔物と交戦するのは荷が重いと思ってたんだ","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","2"
"0","","追跡を開始する","追跡を開始する","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","3"
"0","","――少し待ってほしい","...I want to wait awhile","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","4"
"0","","“痕跡”を辿っていけば
いつか魔物に追い付けるはずさ
追跡は頼んだよ","“痕跡”を辿っていけば
いつか魔物に追い付けるはずさ
追跡は頼んだよ","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","5"
"0","","ただし、あまり時間をかけすぎると
魔物がこちらの追跡に気付く可能性がある
やつらが油断している間に追いつくようにね","ただし、あまり時間をかけすぎると
魔物がこちらの追跡に気付く可能性がある
やつらが油断している間に追いつくようにね","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","6"
"0","","魔物を討伐してきてくれたんだね
協力に感謝するよ、白き竜の覚者さん！
メイロワ将軍に報告する時は
ちゃんとあんたの名前を伝えておくからね","魔物を討伐してきてくれたんだね
協力に感謝するよ、白き竜の覚者さん！
メイロワ将軍に報告する時は
ちゃんとあんたの名前を伝えておくからね","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","7"
"0","","追跡開始します――時間内に痕跡を発見しましょう","追跡開始します――時間内に痕跡を発見しましょう","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","8"
"0","","魔物は何かに気付き始めたようです――急ぎましょう","魔物は何かに気付き始めたようです――急ぎましょう","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","9"
"0","","魔物を見失いました――再度ダーナに話してやり直しましょう","魔物を見失いました――再度ダーナに話してやり直しましょう","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","10"
"0","","魔物の“痕跡”が残っていそうな場所を
地図に書き込んでおくね
印のあたりを探してみて","魔物の“痕跡”が残っていそうな場所を
地図に書き込んでおくね
印のあたりを探してみて","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","11"
"0","","ただし、あまり時間をかけすぎると
魔物がこちらの追跡に気付く可能性がある
やつらが油断している間に追いつくようにね","ただし、あまり時間をかけすぎると
魔物がこちらの追跡に気付く可能性がある
やつらが油断している間に追いつくようにね","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","12"
"0","","“痕跡”を辿っていけば
いつか魔物に追い付けるはずさ
追跡は頼んだよ","“痕跡”を辿っていけば
いつか魔物に追い付けるはずさ
追跡は頼んだよ","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","13"
"0","","ああ、ごめん
出発する前に準備も要るよね
行けそうだったら、また声をかけてよ","ああ、ごめん
出発する前に準備も要るよね
行けそうだったら、また声をかけてよ","ui\00_message\quest\q60318003.gmd","\quest\q60318003.arc","q60318003.arc","14"
"0","q60318004_00_229","ラスニテ山麓　敵襲撃阻止","ラスニテ山麓　敵襲撃阻止","ui\00_message\quest_info\q60318004_00.gmd","\quest\q60318004.arc","q60318004.arc","0"
"1","q60318004_00_229","依頼者から事件の詳細を聞き
問題解決に挑む","依頼者から事件の詳細を聞き
問題解決に挑む","ui\00_message\quest_info\q60318004_00.gmd","\quest\q60318004.arc","q60318004.arc","1"
"2","q60318004_00_2945","転戦中の仲間の居場所を確認する","転戦中の仲間の居場所を確認する","ui\00_message\quest_info\q60318004_00.gmd","\quest\q60318004.arc","q60318004.arc","2"
"3","q60318004_00_2946","転戦中の仲間から敵情報を聞く","転戦中の仲間から敵情報を聞く","ui\00_message\quest_info\q60318004_00.gmd","\quest\q60318004.arc","q60318004.arc","3"
"4","q60318004_00_3162","入手した敵情報の居場所へ向かう","入手した敵情報の居場所へ向かう","ui\00_message\quest_info\q60318004_00.gmd","\quest\q60318004.arc","q60318004.arc","4"
"5","q60318004_00_3163","敵を討伐する","Defeat the enemy","ui\00_message\quest_info\q60318004_00.gmd","\quest\q60318004.arc","q60318004.arc","5"
"6","q60318004_00_3161","依頼者の<NPC 600>に報告する","依頼者の<NPC 600>に報告する","ui\00_message\quest_info\q60318004_00.gmd","\quest\q60318004.arc","q60318004.arc","6"
"0","","君、覚者か！
ちょうど良かった――君を探してたんだ","君、覚者か！
ちょうど良かった――君を探してたんだ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","0"
"0","","俺がどう見ても盗賊で
怪しいことは百も承知なんだが
今から話すことは真剣に聞いてくれよ","俺がどう見ても盗賊で
怪しいことは百も承知なんだが
今から話すことは真剣に聞いてくれよ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","1"
"0","","もうすぐ、ここに魔軍が攻めてくる――
本当なんだ、やつらの動きがおかしいからって
ここ数日ピリピリしてただろ","もうすぐ、ここに魔軍が攻めてくる――
本当なんだ、やつらの動きがおかしいからって
ここ数日ピリピリしてただろ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","2"
"0","","フィールドに出て様子を探ってた戦士の
何人かはすでに魔物と交戦し、やつらを
食い止めている状態のようだ","フィールドに出て様子を探ってた戦士の
何人かはすでに魔物と交戦し、やつらを
食い止めている状態のようだ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","3"
"0","","彼らは防戦するのに精一杯だった
だから、俺が君に助けを求めて
やってきたってわけだ","彼らは防戦するのに精一杯だった
だから、俺が君に助けを求めて
やってきたってわけだ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","4"
"0","","支度ができたら、場所を確認して
すぐに出発してくれ
――君が早く向かってくれないと
戦士たちもいつまでもつかわからないぞ","支度ができたら、場所を確認して
すぐに出発してくれ
――君が早く向かってくれないと
戦士たちもいつまでもつかわからないぞ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","5"
"0","","戦士たちもいつまでもつかわからない
場所を確認したら、すぐに向かってくれ
魔軍の情報は彼らが知っているはずだ","戦士たちもいつまでもつかわからない
場所を確認したら、すぐに向かってくれ
魔軍の情報は彼らが知っているはずだ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","6"
"0","","シェナイの交戦情報","シェナイの交戦情報","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","7"
"0","","バーサの交戦情報","バーサの交戦情報","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","8"
"0","","ケイークの交戦情報","ケイークの交戦情報","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","9"
"0","","魔軍の魔物がピレモス方面に向かって
進軍準備をしてるのを見たんだけど
ここで魔物と戦うだけで精一杯だった――
頼む、やつらの足を止めてくれ","魔軍の魔物がピレモス方面に向かって
進軍準備をしてるのを見たんだけど
ここで魔物と戦うだけで精一杯だった――
頼む、やつらの足を止めてくれ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","10"
"0","","魔軍の魔物がピレモス方面に向かって
進軍準備をしてるのを見たんだけど
ここで魔物と戦うだけで精一杯だった――
頼む、やつらの足を止めてくれ","魔軍の魔物がピレモス方面に向かって
進軍準備をしてるのを見たんだけど
ここで魔物と戦うだけで精一杯だった――
頼む、やつらの足を止めてくれ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","11"
"0","","ふぅ、魔軍の襲撃計画を
事前に潰せてよかった――
君、さすがだな！
俺も必死になって走ったかいがあったよ","ふぅ、魔軍の襲撃計画を
事前に潰せてよかった――
君、さすがだな！
俺も必死になって走ったかいがあったよ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","12"
"0","","これからも周辺の状況には
気を付けてやってくれ
――じゃ、まぁ
俺はアジトにでも戻ろうかな","これからも周辺の状況には
気を付けてやってくれ
――じゃ、まぁ
俺はアジトにでも戻ろうかな","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","13"
"0","","はぁ、何とか切り抜けられた――
あんたのおかげさ、礼を言うよ！
でも、魔軍の別の隊が
ピレモス方面への進軍準備をしているんだ","はぁ、何とか切り抜けられた――
あんたのおかげさ、礼を言うよ！
でも、魔軍の別の隊が
ピレモス方面への進軍準備をしているんだ","ui\00_message\quest\q60318004.gmd","\quest\q60318004.arc","q60318004.arc","14"
